ML0201EN,ML0122EN,GPXX0ZG0EN,RP0105EN,GPXX0Z2PEN,CNSC02EN,DX0106EN,GPXX0FTCEN,RAVSCTEST1,GPXX06RFEN,GPXX0SDXEN,CC0271EN,WA0103EN,DX0108EN,GPXX0PICEN,DAI101EN,GPXX0W7KEN,GPXX0QR3EN,BD0145EN,HCC105EN,DE0205EN,DS0132EN,OS0101EN,DS0201EN,BENTEST4,CC0210EN,PA0103EN,HCC104EN,GPXX0A1YEN,TMP0105EN,PA0107EN,DB0113EN,PA0109EN,PHPM002EN,GPXX03HFEN,RP0103,RP0103EN,BD0212EN,GPXX0IBEN,SECM03EN,SC0103EN,GPXX0YXHEN,RP0151EN,TA0105,SW0201EN,TMP0106,GPXX0BUBEN,ST0201EN,ST0301EN,SW0101EN,TMP0101EN,DW0101EN,BD0143EN,WA0101EN,GPXX04HEEN,BD0141EN,CO0401EN,ML0122ENv1,BD0151EN,TA0106EN,TMP107,ML0111EN,GPXX048OEN,CO0201EN,GPXX01DCEN,GPXX04XJEN,GPXX0JZ4EN,GPXX0ZYVEN,GPXX0ZMZEN,GPXX0742EN,GPXX0KV4EN,GPXX01RYEN,CC0120EN,QC0101EN,GPXX0YMEEN,GPXX0Q8AEN,TA0105EN,GPXX0XFQEN,GPXX07REN,PA0101EN,BC0202EN,BC0101EN,GPXX0725EN,BC0201EN,GPXX0MIIEN,BD0223EN,GPXX0435EN,GPXX06ZLEN,GPXX0QS6EN,GPXX07YGEN,AI0111EN,GPXX0QJFEN,GPXX0LLEEN,BD0121EN,BD0135EN,BD0133EN,BD0131EN,BD0115EN,GPXX04V3EN,GPXX05P1EN
1.0,0.08888901770114899,0.088474802672863,0.06555615365505219,0.04880952835083008,0.10468478500843048,0.06520199030637741,0.14334554970264435,0.0,0.02440476417541504,0.04590731859207153,0.07057846337556839,0.18131935596466064,0.04681646078824997,0.03956713154911995,0.1947682499885559,0.0,0.0,0.06304682791233063,0.153242826461792,0.05234239250421524,0.21173538267612457,0.043467991054058075,0.07402332872152328,0.14642858505249023,0.021733995527029037,0.0,0.05234239250421524,0.06043979153037071,0.09139378368854523,0.0,0.0,0.0,0.0,0.0,0.03748316317796707,0.06094983592629433,0.04204241931438446,0.08276058733463287,0.060217175632715225,0.03970920294523239,0.05772434175014496,0.037011660635471344,0.03128056228160858,0.38711073994636536,0.07167277485132217,0.042737383395433426,0.0,0.0,0.4233117997646332,0.03246137127280235,0.08723732084035873,0.053200528025627136,0.15605486929416656,0.09556369483470917,0.10036196559667587,0.05293384939432144,0.08783689886331558,0.01022593304514885,0.0,0.058520570397377014,0.014298851601779461,0.10216189175844193,0.07696578651666641,0.0688609778881073,0.08149699866771698,0.10216188430786133,0.06635609269142151,0.05370216444134712,0.0802895724773407,0.15368254482746124,0.07402332872152328,0.09370791912078857,0.0,0.09646102786064148,0.0900983139872551,0.07223936915397644,0.12224548310041428,0.04138029366731644,0.017848607152700424,0.3278787136077881,0.06043979153037071,0.07402332872152328,0.1365480124950409,0.10345073789358139,0.01578182354569435,0.05852057412266731,0.12821213901042938,0.0,0.0,0.20072391629219055,0.0,0.16230687499046326,0.018741583451628685,0.06021717190742493,0.023408228531479836,0.06902710348367691,0.02685108222067356,0.04138029366731644,0.04880952835083008
0.08888901770114899,1.0,0.05520230159163475,0.05726366490125656,0.012181542813777924,0.07837948948144913,0.032545313239097595,0.11925060302019119,0.0441618375480175,0.0,0.011457227170467377,0.08807240426540375,0.045252420008182526,0.023368246853351593,0.0,0.12962372601032257,0.0,0.010848437435925007,0.07152175903320312,0.10198739916086197,0.07837948948144913,0.10568688064813614,0.032545313239097595,0.036948446184396744,0.353264719247818,0.05424218997359276,0.12330135703086853,0.05225299298763275,0.07542070001363754,0.08667580783367157,0.11015898734331131,0.0441618375480175,0.0,0.0,0.011684124357998371,0.0748382955789566,0.08366288989782333,0.03147796168923378,0.027539746835827827,0.09017148613929749,0.07928276807069778,0.048021458089351654,0.07389688491821289,0.1561356782913208,0.040678899735212326,0.03577518090605736,0.01066609751433134,0.0,0.0,0.06723003834486008,0.16202965378761292,0.16546782851219177,0.09559738636016846,0.0,0.011925061233341694,0.07013338059186935,0.07045792788267136,0.3444841802120209,0.025521166622638702,0.0383550226688385,0.02921031229197979,0.12133266031742096,0.03824527561664581,0.07683432847261429,0.13748672604560852,0.2745825946331024,0.14023268222808838,0.0441618412733078,0.13402609527111053,0.04007621854543686,0.015342007391154766,0.046185560524463654,0.09354787319898605,0.03240593150258064,0.07222221046686172,0.03372916579246521,0.09915947914123535,0.03050917759537697,0.030982213094830513,0.06236342713236809,0.1119774654507637,0.045252420008182526,0.046185560524463654,0.07789415866136551,0.061964429914951324,0.00787743553519249,0.019473541527986526,0.03199829161167145,0.011243054643273354,0.0,0.18034297227859497,0.0,0.08101482689380646,0.05612872168421745,0.050095271319150925,0.03505237400531769,0.06029556319117546,0.026805222034454346,0.08261923491954803,0.012181541882455349
0.088474802672863,0.05520230159163475,1.0,0.02646280638873577,0.039405521005392075,0.0,0.0,0.15430335700511932,0.0,0.0,0.1111874058842659,0.02849014475941658,0.048795003443956375,0.0,0.0,0.0,0.05763904005289078,0.35093119740486145,0.027763500809669495,0.0,0.0,0.0,0.035093121230602264,0.0,0.039405521005392075,0.035093121230602264,0.0,0.0,0.14638501405715942,0.014757033437490463,0.044543541967868805,0.0,0.07715167105197906,0.0,0.03779644891619682,0.03026137501001358,0.12301696091890335,0.0,0.08908708393573761,0.06482037156820297,0.0,0.09320545941591263,0.019920475780963898,0.05050763115286827,0.09869275987148285,0.0,0.10350983589887619,0.0,0.0,0.09320545941591263,0.052414245903491974,0.0,0.10308122634887695,0.0,0.07715167105197906,0.06482037156820297,0.05698028951883316,0.020261023193597794,0.03302290663123131,0.0,0.0,0.0,0.0824786126613617,0.03106848895549774,0.1111873984336853,0.03289758414030075,0.04123930633068085,0.0357142873108387,0.0,0.032410185784101486,0.024814583361148834,0.05976142734289169,0.03026137873530388,0.0,0.025958707556128502,0.036369647830724716,0.029160594567656517,0.09869275242090225,0.03340765833854675,0.0,0.055727824568748474,0.048795007169246674,0.05976142734289169,0.0314970389008522,0.10022296756505966,0.0,0.0314970389008522,0.10350983589887619,0.07273930311203003,0.16495724022388458,0.032410185784101486,0.06681530922651291,0.052414245903491974,0.03026137501001358,0.06482037156820297,0.03779644891619682,0.0,0.0,0.06681530922651291,0.2758386433124542
0.06555615365505219,0.05726366490125656,0.02646280638873577,1.0,0.0,0.2504897117614746,0.3900381922721863,0.0,0.0,0.0,0.0,0.021110018715262413,0.06025846302509308,0.2240448296070099,0.0,0.31069427728652954,0.0,0.0520050972700119,0.2948596477508545,0.0,0.2504897117614746,0.3377602696418762,0.0,0.35424596071243286,0.0,0.07800765335559845,0.0,0.0,0.14462029933929443,0.4920457601547241,0.033004917204380035,0.0,0.11433239281177521,0.059708140790462494,0.05601120367646217,0.2914915382862091,0.3463717997074127,0.27664750814437866,0.33004915714263916,0.024014605209231377,0.3088025152683258,0.023020463064312935,0.3837664723396301,0.18712030351161957,0.02437574788928032,0.3715802729129791,0.2556549906730652,0.0,0.0,0.023020463064312935,0.23302069306373596,0.0,0.22913675010204315,0.0,0.028583096340298653,0.33620449900627136,0.0,0.3603019118309021,0.09787443280220032,0.018386580049991608,0.2800559997558594,0.2908214330673218,0.03055661916732788,0.023020463064312935,0.16477052867412567,0.0,0.3055661916732788,0.15877683460712433,0.32124626636505127,0.0,0.03677315637469292,0.0,0.0224224254488945,0.07767356187105179,0.019234327599406242,0.2964324355125427,0.17285431921482086,0.2437574714422226,0.0,0.0,0.0,0.0,0.0,0.0,0.12376843392848969,0.22657647728919983,0.14002801477909088,0.2556549906730652,0.02694840356707573,0.06111323460936546,0.024014605209231377,0.0,0.15534712374210358,0.2018018364906311,0.24014604091644287,0.2240448147058487,0.3303360939025879,0.1927477866411209,0.04950737580657005,0.058395713567733765
0.04880952835083008,0.012181542813777924,0.039405521005392075,0.0,1.0,0.0,0.0,0.08512565493583679,0.0,0.0,0.16357216238975525,0.0,0.05383818969130516,0.0,0.0,0.0,0.0,0.0,0.020421987399458885,0.0,0.0,0.0,0.1548806130886078,0.0,0.04347826540470123,0.0,0.0,0.0,0.0,0.04884672164916992,0.0,0.0,0.0,0.17782169580459595,0.0,0.0,0.027146264910697937,0.0,0.04914732277393341,0.14303971827030182,0.0,0.23995691537857056,0.021979350596666336,0.0,0.07259540259838104,0.0,0.03806935250759125,0.0,0.0,0.0,0.0,0.0,0.018955856561660767,0.0,0.0425628237426281,0.035759929567575455,0.0,0.0,0.0,0.0,0.0,0.0,0.045501574873924255,0.03427955508232117,0.04089304059743881,0.03629770129919052,0.045501578599214554,0.039405521005392075,0.0,0.035759929567575455,0.02737928181886673,0.032969024032354355,0.033389028161764145,0.0,0.028641657903790474,0.040128618478775024,0.03217447176575661,0.03629770129919052,0.03686048835515976,0.0,0.03074377216398716,0.05383818596601486,0.032969024032354355,0.10425720363855362,0.03686048835515976,0.0,0.03475240245461464,0.03806935250759125,0.08025722950696945,0.045501574873924255,0.035759925842285156,0.07372098416090012,0.05783149227499962,0.0,0.035759925842285156,0.0,0.0,0.0,0.07372097671031952,0.043478261679410934
0.10468478500843048,0.07837948948144913,0.0,0.2504897117614746,0.0,1.0,0.24913644790649414,0.0,0.0,0.0,0.0,0.23596994578838348,0.07698003947734833,0.17888544499874115,0.0,0.24806946516036987,0.0,0.0,0.15330100059509277,0.29277005791664124,0.20000000298023224,0.2696799337863922,0.041522737592458725,0.2828426957130432,0.0,0.08304547518491745,0.0,0.29999998211860657,0.1154700517654419,0.2095291018486023,0.0,0.0,0.0,0.0,0.0,0.14322297275066376,0.17466674745082855,0.08032193779945374,0.10540926456451416,0.42183077335357666,0.03793216124176979,0.0,0.1649915724992752,0.11952286213636398,0.0,0.27386125922203064,0.0,0.0,0.0,0.07352146506309509,0.12403473258018494,0.03333333134651184,0.12196733802556992,0.0,0.0,0.23008950054645538,0.1348399668931961,0.2876780033111572,0.03907323628664017,0.0,0.22360679507255554,0.0,0.0,0.14704293012619019,0.08770580589771271,0.11677484214305878,0.1951800137758255,0.21128855645656586,0.20519566535949707,0.1150447353720665,0.0,0.0,0.2864459455013275,0.06201737001538277,0.0,0.17213259637355804,0.1380131095647812,0.15569978952407837,0.0,0.0,0.0,0.0,0.0,0.0,0.07905694097280502,0.06030227243900299,0.07453560084104538,0.1632993072271347,0.0,0.0,0.0,0.0,0.24806949496269226,0.07161148637533188,0.0766965001821518,0.08944271504878998,0.2637522220611572,0.10259784013032913,0.15811388194561005,0.0
0.06520199030637741,0.032545313239097595,0.0,0.3900381922721863,0.0,0.24913644790649414,1.0,0.0,0.0,0.0,0.0,0.0,0.047946326434612274,0.6685032248497009,0.0,0.3090157210826874,0.0,0.0,0.29099327325820923,0.0,0.24913644790649414,0.3359355032444,0.0,0.4697761833667755,0.0,0.0,0.0,0.0,0.14383898675441742,0.217505544424057,0.0,0.0,0.0,0.0,0.0,0.2378804087638855,0.21757926046848297,0.10005560517311096,0.21884405612945557,0.0,0.047251418232917786,0.0,0.35233211517333984,0.148887500166893,0.0,0.9476224780082703,0.0,0.0,0.0,0.0,0.1545078605413437,0.0,0.1856953501701355,0.0,0.0,0.31846490502357483,0.0,0.3583553433418274,0.04867282882332802,0.0,0.6499337553977966,0.022686297073960304,0.0,0.0,0.18208925426006317,0.0,0.24313227832317352,0.1052793636918068,0.3834128677845001,0.0,0.0,0.0,0.0,0.0,0.025507215410470963,0.21442250907421112,0.17192047834396362,0.19395245611667633,0.0,0.0,0.0,0.0,0.0,0.0,0.09847982227802277,0.07511746138334274,0.15474610030651093,0.2034190595149994,0.0,0.0,0.0,0.0,0.1545078605413437,0.08920516073703766,0.1273859441280365,0.14855629205703735,0.32855141162872314,0.17040574550628662,0.0,0.0
0.14334554970264435,0.11925060302019119,0.15430335700511932,0.0,0.08512565493583679,0.0,0.0,1.0,0.0,0.0,0.0800640806555748,0.0,0.10540924966335297,0.0,0.0,0.0,0.0,0.0,0.03998401015996933,0.0,0.0,0.0,0.07580979913473129,0.0,0.08512565493583679,0.0,0.0,0.0,0.10540924966335297,0.0956365093588829,0.0,0.0,0.0,0.0,0.0,0.0,0.053149398416280746,0.0,0.09622504562139511,0.07001399993896484,0.0,0.20134682953357697,0.0,0.0,0.07106690853834152,0.0,0.07453560084104538,0.0,0.0,0.0,0.0,0.0,0.037113483995199203,0.0,0.0833333358168602,0.07001399993896484,0.0,0.043768808245658875,0.0,0.0,0.0,0.0,0.08908708393573761,0.13423120975494385,0.0800640806555748,0.07106690853834152,0.08908708393573761,0.07715167105197906,0.0,0.07001399993896484,0.0,0.12909945845603943,0.0653720423579216,0.0,0.05607721582055092,0.07856742292642593,0.062994085252285,0.07106690853834152,0.07216878235340118,0.0,0.12038584798574448,0.10540924966335297,0.12909945845603943,0.0680413767695427,0.14433757960796356,0.0,0.06804138422012329,0.07453560084104538,0.0,0.0,0.1400279998779297,0.0,0.1132277101278305,0.0,0.07001400738954544,0.0,0.0,0.0,0.0,0.08512566238641739
0.0,0.0441618375480175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05698028579354286,0.03253000229597092,0.0,0.0,0.10482848435640335,0.0,0.0,0.05552699789404869,0.0,0.16903084516525269,0.0,0.07018624246120453,0.0,0.0,0.07018623501062393,0.0,0.0,0.0,0.0,0.0,0.1428571492433548,0.0,0.0,0.0,0.06052275374531746,0.04920678585767746,0.0678844228386879,0.0,0.06482037901878357,0.06411705911159515,0.12427395582199097,0.07968191802501678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06872081011533737,0.0,0.0,0.06482037156820297,0.05698028951883316,0.04052204638719559,0.033022910356521606,0.04962916299700737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10482848435640335,0.0,0.0,0.0,0.0,0.0,0.17291712760925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06482037156820297,0.0,0.0,0.0,0.06482037156820297,0.07559289783239365,0.055727820843458176,0.0,0.0,0.0
0.02440476417541504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.035892125219106674,0.0,0.14098148047924042,0.0,0.0,0.0,0.03063298389315605,0.0,0.0,0.0,0.038720156997442245,0.0,0.0,0.0,0.0,0.0,0.0,0.01628223992884159,0.0,0.1576220691204071,0.0,0.08891084790229797,0.041702885180711746,0.06677805632352829,0.10858505964279175,0.0,0.19658927619457245,0.0,0.0,0.0,0.04395870119333267,0.0,0.0,0.0,0.0,0.06593804806470871,0.0,0.0,0.0,0.06216698884963989,0.03791171312332153,0.0,0.1276884824037552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03427955508232117,0.0,0.0,0.0,0.0,0.0,0.0,0.16427570581436157,0.230783149600029,0.0,0.0,0.05728331580758095,0.0,0.0,0.1814885139465332,0.11058146506547928,0.0,0.0,0.0,0.230783149600029,0.10425720363855362,0.14744195342063904,0.0,0.10425719618797302,0.19034674763679504,0.0,0.0,0.0,0.0,0.17349448800086975,0.0,0.0,0.0,0.03074377216398716,0.0,0.0,0.0
